ESTU_GENERO;FAMI_VIVIENDA;FAMI_EDUCACIONPADRE;FAMI_EDUCACIONMADRE;FAMI_TRABAJOLABORPADRE;FAMI_TRABAJOLABORMADRE;FAMI_TIENEINTERNET;FAMI_TIENECOMPUTADOR;FAMI_NUMLIBROS;FAMI_SITUACIONECONOMICA;ESTU_DEDICACIONLECTURADIARIA;ESTU_DEDICACIONINTERNET;COLE_NATURALEZA;COLE_CALENDARIO;COLE_BILINGUE;COLE_AREA_UBICACION;COLE_JORNADA;PUNT_LECTURA_CRITICA;PUNT_MATEMATICAS;PUNT_C_NATURALES;PUNT_SOCIALES_CIUDADANAS;PUNT_INGLES;PUNT_GLOBAL
F;3;Tecnica o tecnoligica;profesional;Empleado;Empleado;Si;No;26 A 100 LIBROS;Igual;Entre 1 y 3 horas;Mas de 3 horas;OFICIAL;A;N;URBANO;TARDE;58;61;64;60;66;306
F;Estrato 2;Bachillerato;Postgrado;Ninguno;Empleado;Si;No;11 A 25 LIBROS;Igual;Entre 30 y 60 minutos;Entre 1 y 3 horas;OFICIAL;A;N;URBANO;MAÑANA;61;54;56;60;46;284
M;3;profesional;profesional;Empleado;Empleado;Si;Si;MAS DE 100 LIBROS;Mejor;Entre 1 y 3 horas;Mas de 3 horas;NO OFICIAL;A;;URBANO;MAÑANA;57;70;63;74;57;327
F;Estrato 3;Ninguno;Primaria;Empleado;Empleado;Si;No;0 A 10 LIBROS;Mejor;Entre 30 y 60 minutos;Entre 1 y 3 horas;OFICIAL;A;N;RURAL;TARDE;28;28;38;26;37;153
F;1;Bachillerato;profesional;Ninguno;Empleado;Si;Si;26 A 100 LIBROS;Mejor;Entre 30 y 60 minutos;Entre 1 y 3 horas;OFICIAL;A;N;URBANO;MAÑANA;76;80;66;68;63;359
M;Estrato 2;profesional;profesional;Empleado;Empleado;Si;Si;11 A 25 LIBROS;Mejor;Entre 30 y 60 minutos;Entre 1 y 3 horas;OFICIAL;A;N;URBANO;MAÑANA;62;62;66;58;64;311
M;Estrato 2;profesional;profesional;Empleado;Empleado;Si;Si;11 A 25 LIBROS;Igual;Entre 1 y 3 horas;Entre 30 y 60 minutos;OFICIAL;A;N;URBANO;MAÑANA;36;51;44;42;53;220
F;Estrato 1;Primaria;Bachillerato;Empleado;Empleado;No;No;0 A 10 LIBROS;Peor;Entre 1 y 3 horas;Entre 30 y 60 minutos;OFICIAL;A;N;URBANO;MAÑANA;61;52;51;61;57;282
M;Estrato 1;Ninguno;Bachillerato;Empleado;Empleado;Si;No;0 A 10 LIBROS;Igual;No leo por entretenimiento;Entre 1 y 3 horas;OFICIAL;A;N;URBANO;UNICA;45;54;51;35;38;228
M;Estrato 1;Ninguno;Ninguno;Empleado;Empleado;Si;No;;Mejor;No leo por entretenimiento;Entre 30 y 60 minutos;OFICIAL;A;N;RURAL;MAÑANA;52;54;50;42;49;247
M;Estrato 1;Bachillerato;Bachillerato;Empleado;Empleado;Si;No;0 A 10 LIBROS;Mejor;No leo por entretenimiento;Mas de 3 horas;OFICIAL;A;N;RURAL;MAÑANA;57;60;60;52;46;282
M;3;profesional;profesional;Empleado;Empleado;Si;Si;11 A 25 LIBROS;Igual;Entre 30 y 60 minutos;Mas de 3 horas;NO OFICIAL;A;N;URBANO;MAÑANA;64;73;67;59;79;334
M;Estrato 3;Bachillerato;Bachillerato;Empleado;Empleado;Si;No;0 A 10 LIBROS;Peor;Entre 1 y 3 horas;Mas de 3 horas;NO OFICIAL;A;N;RURAL;NOCHE;47;49;39;38;33;212
M;Sin Estrato;profesional;profesional;Empleado;Empleado;Si;Si;11 A 25 LIBROS;Igual;Entre 30 y 60 minutos;Entre 1 y 3 horas;OFICIAL;A;;RURAL;MAÑANA;38;34;33;39;33;179
M;Estrato 1;Postgrado;profesional;Empleado;Empleado;No;No;11 A 25 LIBROS;Igual;Entre 1 y 3 horas;Entre 1 y 3 horas;OFICIAL;A;N;RURAL;MAÑANA;73;75;62;68;57;343
M;Estrato 1;Primaria;Primaria;Empleado;Empleado;No;No;0 A 10 LIBROS;Igual;Entre 30 y 60 minutos;No Navega Internet;OFICIAL;A;N;RURAL;MAÑANA;47;58;49;44;43;245
M;2;Bachillerato;Bachillerato;Empleado;Empleado;Si;Si;MAS DE 100 LIBROS;Mejor;Entre 30 y 60 minutos;Mas de 3 horas;NO OFICIAL;A;;URBANO;MAÑANA;46;33;36;37;40;191
M;3;profesional;profesional;Empleado;Empleado;Si;Si;0 A 10 LIBROS;Igual;Entre 30 y 60 minutos;Entre 1 y 3 horas;NO OFICIAL;A;N;URBANO;MAÑANA;60;72;69;68;73;338
M;Estrato 2;Primaria;Bachillerato;Ninguno;Empleado;No;No;26 A 100 LIBROS;Igual;No leo por entretenimiento;Entre 30 y 60 minutos;OFICIAL;A;N;RURAL;MAÑANA;49;56;60;50;54;269
M;Estrato 2;Primaria;Bachillerato;Empleado;Empleado;No;Si;0 A 10 LIBROS;Igual;Entre 30 y 60 minutos;Entre 1 y 3 horas;OFICIAL;A;N;RURAL;MAÑANA;58;53;56;50;53;271
M;3;Ninguno;Bachillerato;Empleado;Empleado;Si;Si;26 A 100 LIBROS;Igual;Entre 1 y 3 horas;Entre 30 y 60 minutos;NO OFICIAL;A;N;URBANO;MAÑANA;42;43;44;36;57;212
M;2;Tecnica o tecnoligica;Tecnica o tecnoligica;Empleado;Empleado;Si;Si;MAS DE 100 LIBROS;Igual;Entre 30 y 60 minutos;Entre 1 y 3 horas;OFICIAL;A;N;URBANO;MAÑANA;66;74;74;76;82;366
M;3;Ninguno;profesional;Pensionado;Empleado;Si;Si;11 A 25 LIBROS;Igual;Entre 30 y 60 minutos;Entre 30 y 60 minutos;OFICIAL;A;N;URBANO;MAÑANA;55;58;50;49;54;265
M;2;Primaria;Ninguno;Empleado;Empleado;Si;Si;11 A 25 LIBROS;Igual;;No Navega Internet;OFICIAL;A;N;URBANO;MAÑANA;46;43;35;40;50;208
M;2;Bachillerato;Bachillerato;Empleado;Empleado;Si;No;26 A 100 LIBROS;Igual;Entre 1 y 3 horas;Entre 30 y 60 minutos;OFICIAL;A;N;URBANO;UNICA;66;58;58;62;53;302
M;2;Bachillerato;Bachillerato;Empleado;Ninguno;Si;Si;26 A 100 LIBROS;Igual;No leo por entretenimiento;Entre 30 y 60 minutos;NO OFICIAL;A;N;URBANO;MAÑANA;53;54;55;58;68;280
M;;;;;;;;;;;;OFICIAL;A;N;RURAL;MAÑANA;59;47;55;49;42;258
M;Estrato 3;Primaria;Tecnica o tecnoligica;Empleado;Empleado;No;Si;26 A 100 LIBROS;Igual;Entre 1 y 3 horas;Entre 30 y 60 minutos;OFICIAL;A;N;RURAL;MAÑANA;63;67;62;56;52;306
M;Estrato 1;Primaria;Primaria;Empleado;Ninguno;Si;Si;0 A 10 LIBROS;Igual;Entre 1 y 3 horas;Entre 1 y 3 horas;OFICIAL;A;N;URBANO;MAÑANA;68;61;63;65;62;320
M;;;;Empleado;Empleado;;Si;;Mejor;;;OFICIAL;A;;RURAL;MAÑANA;38;38;39;29;32;178
M;Estrato 4;Primaria;Tecnica o tecnoligica;Empleado;Empleado;Si;No;0 A 10 LIBROS;Peor;No leo por entretenimiento;Entre 1 y 3 horas;OFICIAL;A;N;RURAL;MAÑANA;69;69;68;61;66;333
M;Estrato 1;Primaria;Primaria;Empleado;Empleado;Si;No;0 A 10 LIBROS;Igual;Entre 1 y 3 horas;Entre 1 y 3 horas;OFICIAL;A;N;URBANO;UNICA;52;41;41;42;50;222
M;Estrato 1;Primaria;Bachillerato;Empleado;Empleado;Si;Si;0 A 10 LIBROS;Peor;Entre 30 y 60 minutos;Entre 30 y 60 minutos;OFICIAL;A;N;URBANO;UNICA;65;72;60;70;70;335
M;Estrato 3;Bachillerato;Bachillerato;Empleado;Empleado;Si;Si;0 A 10 LIBROS;Peor;Entre 1 y 3 horas;Entre 1 y 3 horas;OFICIAL;A;N;RURAL;MAÑANA;55;65;58;45;55;278
M;Sin Estrato;Bachillerato;Bachillerato;Empleado;Empleado;No;No;0 A 10 LIBROS;Peor;Entre 1 y 3 horas;Mas de 3 horas;OFICIAL;A;S;URBANO;MAÑANA;50;56;53;47;47;256
M;Estrato 3;Tecnica o tecnoligica;Tecnica o tecnoligica;Empleado;Empleado;Si;Si;0 A 10 LIBROS;Igual;Entre 1 y 3 horas;Entre 30 y 60 minutos;NO OFICIAL;A;;URBANO;SABATINA;35;42;40;39;43;197
M;Estrato 2;Ninguno;Primaria;Empleado;Empleado;No;Si;0 A 10 LIBROS;Peor;Entre 30 y 60 minutos;No Navega Internet;OFICIAL;A;N;RURAL;MAÑANA;47;57;53;44;47;250
M;Estrato 1;Bachillerato;Bachillerato;Empleado;Empleado;Si;No;26 A 100 LIBROS;Peor;No leo por entretenimiento;Entre 1 y 3 horas;OFICIAL;A;N;URBANO;UNICA;46;41;32;37;51;200
M;Sin Estrato;Primaria;Primaria;Empleado;Empleado;No;No;11 A 25 LIBROS;Igual;No leo por entretenimiento;No Navega Internet;OFICIAL;A;N;RURAL;UNICA;39;34;30;24;37;161
M;Estrato 1;Bachillerato;profesional;Empleado;Empleado;No;No;0 A 10 LIBROS;Igual;No leo por entretenimiento;No Navega Internet;OFICIAL;A;;URBANO;MAÑANA;53;66;55;56;58;288
F;Estrato 2;Bachillerato;Bachillerato;Empleado;Empleado;No;No;0 A 10 LIBROS;Igual;Entre 1 y 3 horas;No Navega Internet;OFICIAL;A;N;URBANO;MAÑANA;46;38;45;51;35;221
M;;;;Empleado;Empleado;;No;;Igual;;;NO OFICIAL;A;;URBANO;SABATINA;41;42;37;45;44;207
M;;;;;;;;;;;;OFICIAL;A;N;URBANO;TARDE;64;71;63;66;60;328
M;Estrato 1;Ninguno;profesional;Ninguno;Empleado;Si;Si;26 A 100 LIBROS;Peor;Entre 30 y 60 minutos;Mas de 3 horas;OFICIAL;A;N;URBANO;MAÑANA;68;62;64;56;66;314
F;Sin ;profesional;profesional;Empleado;Empleado;Si;Si;26 A 100 LIBROS;Mejor;Entre 30 y 60 minutos;Entre 1 y 3 horas;OFICIAL;A;N;URBANO;UNICA;43;49;47;39;48;224
F;2;Primaria;Primaria;Empleado;Empleado;Si;No;0 A 10 LIBROS;Igual;Entre 30 y 60 minutos;Entre 30 y 60 minutos;OFICIAL;A;N;URBANO;MAÑANA;63;75;66;63;60;331
M;3;profesional;Tecnica o tecnoligica;Empleado;Empleado;Si;Si;MAS DE 100 LIBROS;Mejor;Entre 30 y 60 minutos;Mas de 3 horas;NO OFICIAL;A;N;URBANO;MAÑANA;62;55;56;58;44;283
F;Sin ;Primaria;Bachillerato;Empleado;Empleado;No;No;0 A 10 LIBROS;Igual;Entre 30 y 60 minutos;Entre 1 y 3 horas;OFICIAL;A;N;URBANO;MAÑANA;56;55;58;57;48;279
M;Estrato 1;Bachillerato;Bachillerato;Empleado;Empleado;No;No;0 A 10 LIBROS;Igual;Entre 30 y 60 minutos;Entre 1 y 3 horas;OFICIAL;A;N;URBANO;MAÑANA;38;28;27;35;35;161
M;;;;;;;;;;;;OFICIAL;A;N;URBANO;MAÑANA;46;43;46;47;49;229
M;Estrato 1;profesional;Bachillerato;Empleado;Empleado;Si;Si;0 A 10 LIBROS;Igual;No leo por entretenimiento;Entre 30 y 60 minutos;OFICIAL;A;S;URBANO;MAÑANA;49;51;51;48;45;247
F;;;;Ninguno;Empleado;;No;;;;;OFICIAL;A;N;URBANO;MAÑANA;53;47;47;45;43;238
M;;Bachillerato;Bachillerato;Empleado;Empleado;Si;Si;0 A 10 LIBROS;Igual;No leo por entretenimiento;No Navega Internet;OFICIAL;A;N;URBANO;MAÑANA;63;64;48;51;50;280
M;3;Bachillerato;Tecnica o tecnoligica;Empleado;Empleado;Si;Si;11 A 25 LIBROS;Igual;Entre 30 y 60 minutos;Entre 1 y 3 horas;OFICIAL;A;N;URBANO;MAÑANA;50;57;47;47;53;252
F;1;Primaria;Bachillerato;Empleado;Empleado;Si;Si;26 A 100 LIBROS;Igual;No leo por entretenimiento;Mas de 3 horas;OFICIAL;A;N;URBANO;MAÑANA;66;61;54;66;61;308
F;1;Primaria;Primaria;Ninguno;Empleado;No;No;;Mejor;No leo por entretenimiento;Entre 1 y 3 horas;OFICIAL;A;N;URBANO;UNICA;36;35;45;39;41;195
F;Estrato 2;Primaria;Bachillerato;Empleado;Empleado;No;No;0 A 10 LIBROS;Igual;Entre 30 y 60 minutos;Entre 1 y 3 horas;OFICIAL;A;N;RURAL;MAÑANA;36;44;39;32;50;193
F;Estrato 1;Ninguno;Primaria;Empleado;Empleado;No;No;0 A 10 LIBROS;Igual;Entre 30 y 60 minutos;Entre 1 y 3 horas;OFICIAL;A;S;URBANO;MAÑANA;57;71;64;62;62;317
M;Estrato 4;Primaria;Bachillerato;Empleado;Empleado;Si;No;0 A 10 LIBROS;Igual;Entre 1 y 3 horas;Entre 30 y 60 minutos;NO OFICIAL;A;;URBANO;SABATINA;47;28;40;32;32;182
M;Estrato 2;Primaria;Primaria;Empleado;Empleado;No;No;0 A 10 LIBROS;Mejor;Entre 1 y 3 horas;Entre 30 y 60 minutos;OFICIAL;A;N;URBANO;UNICA;44;32;42;39;42;197
F;Estrato 2;Primaria;Primaria;Empleado;Empleado;No;No;0 A 10 LIBROS;Igual;No leo por entretenimiento;Entre 30 y 60 minutos;OFICIAL;A;N;URBANO;MAÑANA;63;67;65;49;55;303
M;Estrato 1;Bachillerato;Bachillerato;Ninguno;Empleado;No;No;0 A 10 LIBROS;Peor;Entre 30 y 60 minutos;No Navega Internet;OFICIAL;A;N;URBANO;MAÑANA;58;72;57;58;71;310
M;Estrato 1;Bachillerato;Primaria;Empleado;Empleado;Si;Si;11 A 25 LIBROS;Igual;Entre 30 y 60 minutos;Entre 1 y 3 horas;OFICIAL;A;;RURAL;MAÑANA;58;58;69;57;43;296
M;;;;Empleado;Empleado;;No;;Igual;;;OFICIAL;A;N;RURAL;MAÑANA;49;47;48;41;46;231
F;Estrato 2;Bachillerato;Bachillerato;Empleado;Empleado;Si;Si;11 A 25 LIBROS;Igual;Entre 1 y 3 horas;Entre 1 y 3 horas;OFICIAL;A;N;URBANO;MAÑANA;53;45;47;44;44;235
F;1;Primaria;Tecnica o tecnoligica;Empleado;Empleado;Si;Si;11 A 25 LIBROS;Peor;Entre 1 y 3 horas;Mas de 3 horas;OFICIAL;A;N;URBANO;MAÑANA;65;54;57;63;46;293
M;Estrato 4;Primaria;Primaria;;;Si;;11 A 25 LIBROS;;Entre 1 y 3 horas;Entre 30 y 60 minutos;OFICIAL;A;N;RURAL;MAÑANA;46;46;45;32;39;210
F;Estrato 3;Primaria;Primaria;Empleado;Empleado;Si;No;0 A 10 LIBROS;Igual;Entre 1 y 3 horas;Entre 30 y 60 minutos;OFICIAL;A;N;RURAL;SABATINA;40;46;37;41;35;203
F;1;Bachillerato;Primaria;Empleado;Empleado;No;Si;11 A 25 LIBROS;Igual;Entre 1 y 3 horas;Entre 1 y 3 horas;OFICIAL;A;;URBANO;MAÑANA;53;47;59;35;70;251
F;Estrato 3;Primaria;Primaria;Empleado;Empleado;No;No;11 A 25 LIBROS;Peor;Entre 1 y 3 horas;Entre 30 y 60 minutos;OFICIAL;A;N;URBANO;MAÑANA;48;46;47;42;36;225
F;Estrato 1;Bachillerato;Bachillerato;;Empleado;Si;Si;0 A 10 LIBROS;Igual;Entre 1 y 3 horas;Mas de 3 horas;OFICIAL;A;N;URBANO;UNICA;54;61;59;53;69;288
F;Sin Estrato;Bachillerato;Bachillerato;Ninguno;Empleado;Si;;0 A 10 LIBROS;Igual;Entre 1 y 3 horas;Entre 30 y 60 minutos;OFICIAL;A;N;URBANO;SABATINA;50;35;46;48;36;220
M;;;;Empleado;Empleado;;No;;Igual;;;OFICIAL;A;N;RURAL;MAÑANA;50;60;52;59;52;275
M;Estrato 1;Bachillerato;Bachillerato;Empleado;Empleado;Si;Si;26 A 100 LIBROS;Mejor;Entre 1 y 3 horas;Entre 30 y 60 minutos;OFICIAL;A;N;RURAL;MAÑANA;38;53;42;31;47;207
F;Estrato 2;Primaria;Bachillerato;Empleado;Empleado;Si;No;0 A 10 LIBROS;Mejor;Entre 1 y 3 horas;Entre 30 y 60 minutos;OFICIAL;A;N;RURAL;SABATINA;46;50;32;25;33;189
F;Estrato 1;profesional;Tecnica o tecnoligica;Empleado;Empleado;No;Si;26 A 100 LIBROS;Igual;Entre 30 y 60 minutos;Entre 1 y 3 horas;OFICIAL;A;N;URBANO;MAÑANA;55;60;52;54;60;278
F;Estrato 4;profesional;Bachillerato;Empleado;Empleado;No;No;0 A 10 LIBROS;Mejor;Entre 1 y 3 horas;Mas de 3 horas;OFICIAL;A;S;URBANO;MAÑANA;36;35;31;33;31;168
F;Estrato 2;Primaria;Primaria;Empleado;Empleado;Si;No;26 A 100 LIBROS;Igual;Entre 1 y 3 horas;Entre 30 y 60 minutos;OFICIAL;A;N;URBANO;MAÑANA;42;41;44;25;34;188
F;Estrato 1;Ninguno;Ninguno;Empleado;Empleado;No;No;0 A 10 LIBROS;Peor;Mas de 2 horas;No Navega Internet;OFICIAL;A;S;URBANO;MAÑANA;41;33;40;37;31;186
M;Estrato 1;Bachillerato;Bachillerato;Empleado;Empleado;Si;No;0 A 10 LIBROS;Igual;Entre 1 y 3 horas;Entre 1 y 3 horas;OFICIAL;A;N;RURAL;UNICA;66;60;55;63;47;300
M;;;;Ninguno;Empleado;;No;;Igual;;;OFICIAL;A;N;RURAL;UNICA;42;47;39;39;50;212
M;Estrato 1;Primaria;Primaria;Empleado;Empleado;Si;No;0 A 10 LIBROS;Igual;Entre 1 y 3 horas;Entre 1 y 3 horas;OFICIAL;A;N;URBANO;MAÑANA;54;53;55;45;48;257
F;2;Primaria;Bachillerato;Empleado;Empleado;Si;Si;26 A 100 LIBROS;Igual;Entre 1 y 3 horas;Entre 1 y 3 horas;NO OFICIAL;A;N;URBANO;MAÑANA;51;61;61;57;63;290
M;3;profesional;Tecnica o tecnoligica;;;Si;;0 A 10 LIBROS;;No leo por entretenimiento;Mas de 3 horas;OFICIAL;A;N;URBANO;MAÑANA;65;65;56;54;72;305
M;1;Ninguno;Bachillerato;Ninguno;Empleado;Si;No;11 A 25 LIBROS;Mejor;Mas de 2 horas;Entre 1 y 3 horas;OFICIAL;A;N;URBANO;TARDE;58;57;61;58;55;291
M;2;Ninguno;Ninguno;Ninguno;Ninguno;Si;Si;11 A 25 LIBROS;Peor;Entre 30 y 60 minutos;Mas de 3 horas;OFICIAL;A;N;URBANO;TARDE;80;85;74;72;83;391
M;Estrato 4;Primaria;Primaria;Empleado;Empleado;No;No;0 A 10 LIBROS;Igual;No leo por entretenimiento;Entre 1 y 3 horas;OFICIAL;A;;RURAL;MAÑANA;47;42;49;48;48;233
M;Sin Estrato;Primaria;Primaria;Empleado;Empleado;Si;No;0 A 10 LIBROS;Igual;Entre 1 y 3 horas;Entre 30 y 60 minutos;OFICIAL;A;;RURAL;MAÑANA;37;40;42;34;39;192
M;Estrato 2;Primaria;Primaria;Empleado;Empleado;Si;Si;0 A 10 LIBROS;Mejor;Entre 30 y 60 minutos;Entre 1 y 3 horas;NO OFICIAL;A;;URBANO;SABATINA;41;45;46;36;44;211
M;Estrato 1;Primaria;Primaria;Empleado;Empleado;Si;No;0 A 10 LIBROS;Igual;Entre 1 y 3 horas;Entre 30 y 60 minutos;OFICIAL;A;N;URBANO;MAÑANA;60;54;56;49;48;271
M;Sin Estrato;Primaria;Tecnica o tecnoligica;Empleado;Empleado;Si;No;26 A 100 LIBROS;Mejor;No leo por entretenimiento;Entre 30 y 60 minutos;OFICIAL;A;N;RURAL;MAÑANA;43;58;55;32;46;235
F;Estrato 1;Ninguno;Bachillerato;Empleado;Empleado;No;No;0 A 10 LIBROS;Igual;Entre 30 y 60 minutos;Entre 1 y 3 horas;OFICIAL;A;N;URBANO;MAÑANA;45;35;44;40;41;205
F;;Ninguno;Tecnica o tecnoligica;Empleado;Empleado;Si;Si;11 A 25 LIBROS;Igual;Entre 1 y 3 horas;Entre 1 y 3 horas;OFICIAL;A;N;URBANO;MAÑANA;34;37;29;30;33;163
F;Estrato 1;Bachillerato;Bachillerato;Empleado;Empleado;No;No;0 A 10 LIBROS;Igual;Entre 1 y 3 horas;No Navega Internet;OFICIAL;A;N;URBANO;MAÑANA;38;44;39;24;36;181
F;Estrato 2;Bachillerato;Bachillerato;Empleado;Empleado;Si;Si;26 A 100 LIBROS;Igual;Entre 30 y 60 minutos;Entre 30 y 60 minutos;OFICIAL;A;N;URBANO;UNICA;71;62;66;67;74;335
F;1;Bachillerato;Primaria;Empleado;Empleado;Si;Si;11 A 25 LIBROS;Igual;Entre 30 y 60 minutos;Entre 1 y 3 horas;OFICIAL;A;N;URBANO;MAÑANA;68;60;68;63;51;318
F;;;;;;;;;;;;OFICIAL;A;;URBANO;MAÑANA;44;60;52;45;47;250
F;Estrato 1;Ninguno;Bachillerato;Empleado;Empleado;No;No;26 A 100 LIBROS;Igual;Entre 1 y 3 horas;No Navega Internet;OFICIAL;A;N;URBANO;MAÑANA;41;39;32;32;45;183
F;Estrato 3;Bachillerato;Primaria;Empleado;Empleado;Si;No;26 A 100 LIBROS;Igual;Entre 30 y 60 minutos;Entre 30 y 60 minutos;OFICIAL;A;N;RURAL;UNICA;60;66;52;65;56;302
F;Estrato 1;Primaria;Primaria;;Empleado;No;No;11 A 25 LIBROS;Igual;No leo por entretenimiento;Entre 1 y 3 horas;OFICIAL;A;N;URBANO;MAÑANA;40;44;48;47;31;218
F;;;;Ninguno;Empleado;;No;;Peor;;;NO OFICIAL;A;;URBANO;SABATINA;39;42;33;31;35;181
F;Estrato 2;Bachillerato;profesional;Empleado;Empleado;No;No;26 A 100 LIBROS;Igual;Entre 1 y 3 horas;Entre 1 y 3 horas;OFICIAL;A;N;URBANO;TARDE;50;43;39;42;40;216
F;Sin Estrato;Primaria;Primaria;Empleado;Empleado;No;No;0 A 10 LIBROS;Igual;Entre 30 y 60 minutos;Entre 30 y 60 minutos;OFICIAL;A;N;RURAL;MAÑANA;48;34;42;31;41;195
M;2;Primaria;Primaria;Empleado;Empleado;Si;Si;0 A 10 LIBROS;Mejor;Entre 1 y 3 horas;Entre 30 y 60 minutos;OFICIAL;A;N;RURAL;UNICA;34;49;54;43;49;227
M;Estrato 1;Primaria;Primaria;Empleado;Empleado;Si;Si;0 A 10 LIBROS;Igual;Entre 30 y 60 minutos;Entre 30 y 60 minutos;OFICIAL;A;S;URBANO;MAÑANA;50;53;49;30;36;224
F;Estrato 1;Primaria;Primaria;Empleado;Empleado;No;No;0 A 10 LIBROS;Igual;Entre 1 y 3 horas;Entre 1 y 3 horas;OFICIAL;A;N;URBANO;MAÑANA;54;36;33;34;32;193
F;2;Tecnica o tecnoligica;Tecnica o tecnoligica;Empleado;Empleado;Si;Si;11 A 25 LIBROS;Mejor;Entre 30 y 60 minutos;Entre 1 y 3 horas;OFICIAL;A;N;URBANO;TARDE;62;56;51;59;64;288
M;Estrato 2;Primaria;Primaria;Empleado;Empleado;Si;No;11 A 25 LIBROS;Igual;Entre 1 y 3 horas;Entre 30 y 60 minutos;OFICIAL;A;N;URBANO;UNICA;46;43;48;46;47;229
F;1;Bachillerato;Bachillerato;Empleado;Ninguno;Si;Si;26 A 100 LIBROS;Peor;Entre 30 y 60 minutos;Entre 30 y 60 minutos;OFICIAL;A;N;URBANO;UNICA;47;64;51;67;51;284
F;Estrato 1;Primaria;Bachillerato;Empleado;Empleado;No;No;0 A 10 LIBROS;Igual;Entre 30 y 60 minutos;Entre 1 y 3 horas;OFICIAL;A;N;URBANO;MAÑANA;50;48;48;45;45;238
F;Estrato 1;Bachillerato;Bachillerato;Empleado;Empleado;Si;No;11 A 25 LIBROS;Igual;Entre 1 y 3 horas;Entre 1 y 3 horas;OFICIAL;A;N;URBANO;UNICA;58;62;59;53;52;288
F;Estrato 3;Bachillerato;Bachillerato;Empleado;Empleado;Si;Si;11 A 25 LIBROS;Igual;Entre 1 y 3 horas;Entre 30 y 60 minutos;NO OFICIAL;A;N;URBANO;MAÑANA;54;45;47;47;51;242
F;Estrato 1;Bachillerato;Primaria;Empleado;Empleado;Si;Si;0 A 10 LIBROS;Igual;No leo por entretenimiento;Entre 30 y 60 minutos;OFICIAL;A;S;URBANO;MAÑANA;64;56;53;41;57;269
M;Estrato 3;Bachillerato;Bachillerato;Empleado;Empleado;No;No;11 A 25 LIBROS;Igual;Entre 30 y 60 minutos;Entre 1 y 3 horas;OFICIAL;A;N;RURAL;MAÑANA;42;41;40;39;40;202
F;;;;Empleado;Empleado;;No;;Peor;;;OFICIAL;A;N;URBANO;MAÑANA;55;31;42;43;32;210
F;Estrato 1;Primaria;profesional;Empleado;Empleado;Si;No;0 A 10 LIBROS;Igual;No leo por entretenimiento;Entre 30 y 60 minutos;OFICIAL;A;N;RURAL;MAÑANA;57;63;64;55;56;297
F;;;;;;;;;;;;OFICIAL;A;N;RURAL;MAÑANA;54;52;48;53;58;261
F;Sin ;Primaria;profesional;Empleado;Empleado;No;No;11 A 25 LIBROS;Peor;Entre 1 y 3 horas;Mas de 3 horas;OFICIAL;A;S;URBANO;TARDE;52;57;55;41;47;255
F;Estrato 1;Bachillerato;Bachillerato;Empleado;Empleado;No;No;11 A 25 LIBROS;Igual;Entre 30 y 60 minutos;Entre 1 y 3 horas;OFICIAL;A;N;URBANO;UNICA;37;53;44;32;36;205
F;3;Bachillerato;Primaria;Empleado;Empleado;Si;Si;26 A 100 LIBROS;Mejor;Entre 1 y 3 horas;Mas de 3 horas;OFICIAL;A;;URBANO;UNICA;54;47;57;45;57;256
F;Estrato 1;Primaria;Bachillerato;Empleado;Empleado;Si;Si;11 A 25 LIBROS;Igual;Entre 30 y 60 minutos;Entre 30 y 60 minutos;OFICIAL;A;N;RURAL;MAÑANA;50;51;57;55;46;263
F;Estrato 1;Primaria;Primaria;Ninguno;Empleado;No;No;0 A 10 LIBROS;Igual;Entre 1 y 3 horas;Entre 1 y 3 horas;OFICIAL;A;N;RURAL;MAÑANA;52;46;49;48;48;243
F;Estrato 2;Bachillerato;Bachillerato;Ninguno;Empleado;No;No;0 A 10 LIBROS;Peor;Entre 30 y 60 minutos;Mas de 3 horas;OFICIAL;A;N;URBANO;MAÑANA;41;47;41;45;51;220
F;2;Bachillerato;Bachillerato;Ninguno;Empleado;Si;No;0 A 10 LIBROS;Igual;Entre 1 y 3 horas;Entre 30 y 60 minutos;OFICIAL;A;N;RURAL;MAÑANA;46;48;45;27;36;205
F;1;Bachillerato;Bachillerato;Empleado;Empleado;Si;No;11 A 25 LIBROS;Igual;Entre 1 y 3 horas;Mas de 3 horas;OFICIAL;A;N;URBANO;TARDE;49;50;44;37;54;228
F;2;Primaria;Bachillerato;Ninguno;Ninguno;Si;No;0 A 10 LIBROS;Igual;Entre 1 y 3 horas;Entre 1 y 3 horas;OFICIAL;A;N;URBANO;MAÑANA;64;56;64;56;60;300
F;Sin ;Tecnica o tecnoligica;Bachillerato;Empleado;Empleado;Si;No;0 A 10 LIBROS;Igual;No leo por entretenimiento;Mas de 3 horas;OFICIAL;A;N;RURAL;UNICA;52;50;52;48;42;249
F;2;Bachillerato;profesional;Empleado;Empleado;Si;Si;26 A 100 LIBROS;Igual;Entre 1 y 3 horas;Entre 1 y 3 horas;OFICIAL;A;N;URBANO;UNICA;59;62;64;70;59;317
F;Estrato 1;Primaria;Bachillerato;Empleado;Empleado;No;No;26 A 100 LIBROS;Igual;Entre 30 y 60 minutos;Entre 30 y 60 minutos;OFICIAL;A;N;URBANO;MAÑANA;68;78;62;74;64;350
