ESTU_GENERO;ESTU_AREARESIDE;ESTU_VALORMATRICULAUNIVERSIDAD;ESTU_PAGOMATRICULABECA;ESTU_PAGOMATRICULACREDITO;ESTU_PAGOMATRICULAPADRES;ESTU_PAGOMATRICULAPROPIO;ESTU_COMOCAPACITOEXAMENSB11;FAMI_EDUCACIONPADRE;FAMI_EDUCACIONMADRE;FAMI_VIVIENDA;FAMI_TIENEINTERNET;FAMI_TIENECOMPUTADOR;FAMI_TRABAJOLABORPADRE;FAMI_TRABAJOLABORMADRE;ESTU_HORASSEMANATRABAJA;ESTU_PRGM_ACADEMICO;MOD_RAZONA_CUANTITAT_PUNT;MOD_LECTURA_CRITICA_PUNT;MOD_COMPETEN_CIUDADA_PUNT;MOD_INGLES_PUNT;MOD_COMUNI_ESCRITA_PUNT;PUNT_GLOBAL
M;Cabecera Municipal;Menos de 500 mil;Si;No;Si;No;Repasa por cuenta propia;Educacion profesional completa;Primaria completa;1;Si;Si;Ninguno;Trabaja en el hogar, no trabaja o estudia;0;INGENIERIA AGROFORESTAL;157;177;156;149;134;155
F;Cabecera Municipal;Menos de 500 mil;No;No;Si;No;Repasa por cuenta propia;Educacion profesional completa;Secundaria (Bachillerato) completa;1;Si;Si;Trabaja como profesional (por ejemplo medico, abogado, ingeniero);Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente);Menos de 10 horas;INGENIERIA AGROFORESTAL;161;150;159;149;151;154
F;Cabecera Municipal;Menos de 500 mil;No;No;Si;No;Toma un curso de preparacion;Secundaria (Bachillerato) completa;Educacion profesional completa;1;No;Si;Es due駉 de un negocio peque駉 (tiene pocos empleados o no tiene, por ejemplo tienda, papelera, etc;Trabaja como profesional (por ejemplo medico, abogado, ingeniero);Entre 21 y 30 horas;INGENIERIA AGROFORESTAL;118;155;103;101;153;126
F;Cabecera Municipal;Menos de 500 mil;No;No;Si;No;Toma un curso de preparacion;Primaria completa;Secundaria (Bachillerato) incompleta;1;Si;Si;Es agricultor, pesquero o jornalero;Trabaja en el hogar, no trabaja o estudia;Entre 21 y 30 horas;INGENIERIA AGROFORESTAL;119;166;123;119;192;144
F;Cabecera Municipal; No paga matricula;No;No;No;No;Toma un curso de preparacion;Ninguno;Ninguno;1;No;Si;Es vendedor o trabaja en atencion al publico;Trabaja en el hogar, no trabaja o estudia;Entre 21 y 30 horas;INGENIERIA AGROFORESTAL;122;143;113;157;143;136
F;Cabecera Municipal;Menos de 500 mil;No;No;Si;No;Toma un curso de preparacion;Primaria incompleta;Primaria incompleta;1;No;No;Es agricultor, pesquero o jornalero;Trabaja en el hogar, no trabaja o estudia;0;INGENIERIA AGROFORESTAL;121;168;115;155;149;142
F;Area Rural;Menos de 500 mil;No;No;Si;No;Repasa por cuenta propia;;;;;;;;;INGENIERIA AGROFORESTAL;132;107;86;130;0;91
M;Cabecera Municipal;Menos de 500 mil;Si;No;Si;No;Repasa por cuenta propia;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) completa;1;No;No;Trabaja por cuenta propia (por ejemplo plomero, electricista);Trabaja en el hogar, no trabaja o estudia;Entre 11 y 20 horas;INGENIERIA AGROFORESTAL;171;143;181;154;139;158
M;Cabecera Municipal;Menos de 500 mil;No;No;Si;No;Toma un curso de preparacion;Postgrado;Primaria completa;1;Si;Si;Trabaja como profesional (por ejemplo medico, abogado, ingeniero);Es due駉 de un negocio peque駉 (tiene pocos empleados o no tiene, por ejemplo tienda, papelera, etc;0;INGENIERIA AGROFORESTAL;174;201;189;147;169;176
F;Cabecera Municipal;Menos de 500 mil;No;No;Si;No;Repasa por cuenta propia;Secundaria (Bachillerato) incompleta;Secundaria (Bachillerato) incompleta;1;No;Si;Trabaja por cuenta propia (por ejemplo plomero, electricista);Trabaja en el hogar, no trabaja o estudia;Menos de 10 horas;INGENIERIA AGROFORESTAL;139;134;119;123;172;137
F;Cabecera Municipal;Menos de 500 mil;Si;No;Si;No;Repasa por cuenta propia;Secundaria (Bachillerato) incompleta;Primaria completa;1;No;No;Es agricultor, pesquero o jornalero;Trabaja en el hogar, no trabaja o estudia;0;INGENIERIA AGROFORESTAL;143;142;132;87;146;130
F;Area Rural;Menos de 500 mil;No;No;Si;No;Repasa por cuenta propia;Primaria incompleta;Primaria incompleta;1;No;No;Es agricultor, pesquero o jornalero;Es agricultor, pesquero o jornalero;0;INGENIERIA AGROFORESTAL;135;124;114;127;182;136
F;Cabecera Municipal;Menos de 500 mil;No;No;Si;No;Toma un curso de preparacion;Tecnica o tecnologica completa;Secundaria (Bachillerato) completa;2;Si;Si;Trabaja en el hogar, no trabaja o estudia;Trabaja en el hogar, no trabaja o estudia;Menos de 10 horas;INGENIERIA AGROFORESTAL;127;135;98;109;137;121
F;Cabecera Municipal;Menos de 500 mil;No;No;Si;No;Toma un curso de preparacion;Educacion profesional completa;Primaria incompleta;1;No;No;Trabaja como profesional (por ejemplo medico, abogado, ingeniero);Trabaja en el hogar, no trabaja o estudia;Entre 11 y 20 horas;INGENIERIA AGROFORESTAL;141;124;106;153;133;131
M;Cabecera Municipal;Menos de 500 mil;No;No;Si;No;Repasa por cuenta propia;Tecnica o tecnologica completa;Secundaria (Bachillerato) completa;1;Si;Si;Pensionado;Trabaja en el hogar, no trabaja o estudia;Entre 11 y 20 horas;INGENIERIA AGROFORESTAL;111;137;130;130;145;131
F;Cabecera Municipal;Menos de 500 mil;Si;No;No;No;Repasa por cuenta propia;Secundaria (Bachillerato) incompleta;Secundaria (Bachillerato) completa;1;Si;Si;Es due駉 de un negocio peque駉 (tiene pocos empleados o no tiene, por ejemplo tienda, papelera, etc;Trabaja en el hogar, no trabaja o estudia;0;INGENIERIA AGROFORESTAL;145;146;73;92;141;119
M;Cabecera Municipal;Menos de 500 mil;No;No;Si;Si;Repasa por cuenta propia;Ninguno;Secundaria (Bachillerato) completa;1;No;Si;Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente);Es agricultor, pesquero o jornalero;Entre 11 y 20 horas;INGENIERIA AGROFORESTAL;122;107;106;128;104;113
F;;;;;;;;;;;;;;;;INGENIERIA AGROFORESTAL;203;173;168;151;141;167
F;Cabecera Municipal;Menos de 500 mil;No;No;Si;No;Repasa por cuenta propia;Tecnica o tecnologica incompleta;Tecnica o tecnologica incompleta;1;No;No;Trabaja como personal de limpieza, mantenimiento, seguridad o construccion;Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente);0;INGENIERIA AGROFORESTAL;151;167;124;147;128;143
F;Area Rural;Menos de 500 mil;No;No;Si;No;Repasa por cuenta propia;Tecnica o tecnologica completa;Tecnica o tecnologica completa;1;No;Si;Es agricultor, pesquero o jornalero;No aplica;Entre 21 y 30 horas;INGENIERIA AGROFORESTAL;146;129;143;141;185;149
F;Cabecera Municipal;Menos de 500 mil;Si;Si;Si;Si;Repasa por cuenta propia;Secundaria (Bachillerato) incompleta;Secundaria (Bachillerato) completa;1;No;Si;Es agricultor, pesquero o jornalero;Trabaja como profesional (por ejemplo medico, abogado, ingeniero);Entre 21 y 30 horas;INGENIERIA AGROFORESTAL;119;115;101;126;85;109
F;Cabecera Municipal;Menos de 500 mil;No;No;No;Si;Toma un curso de preparacion;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) completa;1;No;No;Ninguno;Trabaja en el hogar, no trabaja o estudia;Entre 11 y 20 horas;INGENIERIA AGROFORESTAL;179;144;157;132;167;156
F;Cabecera Municipal;Menos de 500 mil;Si;No;No;No;Repasa por cuenta propia;Primaria incompleta;Primaria incompleta;1;Si;Si;Trabaja en el hogar, no trabaja o estudia;Trabaja por cuenta propia (por ejemplo plomero, electricista);Menos de 10 horas;INGENIERIA AGROFORESTAL;185;169;140;136;119;150
M;Cabecera Municipal;Menos de 500 mil;No;No;No;Si;Repasa por cuenta propia;Primaria incompleta;Primaria incompleta;2;Si;Si;Es due駉 de un negocio peque駉 (tiene pocos empleados o no tiene, por ejemplo tienda, papelera, etc;Es due駉 de un negocio peque駉 (tiene pocos empleados o no tiene, por ejemplo tienda, papelera, etc;Entre 11 y 20 horas;INGENIERIA AGROFORESTAL;188;157;155;132;141;155
F;Cabecera Municipal;Menos de 500 mil;No;No;Si;No;No realiza ninguna prueba de preparacion;Educacion profesional incompleta;Educacion profesional completa;1;Si;Si;Es due駉 de un negocio peque駉 (tiene pocos empleados o no tiene, por ejemplo tienda, papelera, etc;Trabaja en el hogar, no trabaja o estudia;Entre 21 y 30 horas;INGENIERIA AGROFORESTAL;201;184;177;159;199;184
F;Cabecera Municipal;Menos de 500 mil;No;Si;Si;No;No realiza ninguna prueba de preparacion;Primaria completa;Primaria incompleta;1;No;Si;Es agricultor, pesquero o jornalero;Trabaja en el hogar, no trabaja o estudia;Entre 11 y 20 horas;INGENIERIA AGROFORESTAL;141;173;97;154;192;151
F;Cabecera Municipal;Menos de 500 mil;No;No;Si;No;Repasa por cuenta propia;Primaria incompleta;Primaria incompleta;;No;No;Es agricultor, pesquero o jornalero;Es due駉 de un negocio peque駉 (tiene pocos empleados o no tiene, por ejemplo tienda, papelera, etc;Entre 11 y 20 horas;INGENIERIA AGROFORESTAL;166;159;153;145;124;149
M;Cabecera Municipal;Menos de 500 mil;No;Si;No;No;Repasa por cuenta propia;Primaria incompleta;Primaria incompleta;1;No;Si;Es agricultor, pesquero o jornalero;Trabaja en el hogar, no trabaja o estudia;0;INGENIERIA AGROFORESTAL;141;95;151;135;178;140
M;Cabecera Municipal;Menos de 500 mil;No;No;Si;No;Repasa por cuenta propia;Ninguno;Secundaria (Bachillerato) incompleta;1;No;Si;Pensionado;Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente);Menos de 10 horas;INGENIERIA AGROFORESTAL;148;133;73;154;110;124
M;Cabecera Municipal;Menos de 500 mil;No;No;Si;No;Repasa por cuenta propia;Secundaria (Bachillerato) incompleta;Secundaria (Bachillerato) incompleta;1;No;No;Es agricultor, pesquero o jornalero;Es agricultor, pesquero o jornalero;Mas de 30 horas;INGENIERIA AGROFORESTAL;141;178;208;145;115;157
F;Cabecera Municipal;Menos de 500 mil;No;No;Si;No;Repasa por cuenta propia;Primaria incompleta;Primaria incompleta;1;Si;Si;Es agricultor, pesquero o jornalero;Trabaja en el hogar, no trabaja o estudia;Menos de 10 horas;INGENIERIA AGROFORESTAL;158;169;104;147;0;116
M;Cabecera Municipal;Menos de 500 mil;No;No;Si;Si;Toma un curso de preparacion;Primaria incompleta;Primaria incompleta;1;No;No;Es agricultor, pesquero o jornalero;Es agricultor, pesquero o jornalero;0;INGENIERIA AGROFORESTAL;142;134;113;150;148;137
F;Cabecera Municipal;Menos de 500 mil;No;No;Si;No;Repasa por cuenta propia;Primaria incompleta;Secundaria (Bachillerato) completa;1;No;Si;Es agricultor, pesquero o jornalero;Trabaja en el hogar, no trabaja o estudia;0;INGENIERIA AGROFORESTAL;155;157;149;137;132;146
M;Cabecera Municipal;Menos de 500 mil;No;No;Si;No;Repasa por cuenta propia;Primaria completa;Tecnica o tecnologica completa;1;Si;Si;Es agricultor, pesquero o jornalero;No sabe;0;INGENIERIA AGROFORESTAL;140;155;133;171;107;141
F;Cabecera Municipal;Menos de 500 mil;No;Si;Si;No;No realiza ninguna prueba de preparacion;Primaria incompleta;Primaria incompleta;1;No;Si;Es agricultor, pesquero o jornalero;Trabaja en el hogar, no trabaja o estudia;0;INGENIERIA AGROFORESTAL;179;145;198;153;109;157
F;Cabecera Municipal;Menos de 500 mil;Si;No;Si;Si;Toma un curso de preparacion;Secundaria (Bachillerato) completa;Tecnica o tecnologica incompleta;1;No;Si;Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente);Es vendedor o trabaja en atencion al publico;0;INGENIERIA AGROFORESTAL;126;131;115;129;145;129
F;Cabecera Municipal;Menos de 500 mil;No;No;Si;No;Repasa por cuenta propia;Secundaria (Bachillerato) incompleta;Tecnica o tecnologica incompleta;1;No;Si;Ninguno;Trabaja en el hogar, no trabaja o estudia;Mas de 30 horas;INGENIERIA AGROFORESTAL;150;112;113;117;137;126
M;Cabecera Municipal;Menos de 500 mil;No;No;Si;No;Repasa por cuenta propia;Educacion profesional completa;Educacion profesional completa;1;Si;Si;Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente);Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente);Entre 21 y 30 horas;INGENIERIA AGROFORESTAL;124;118;105;115;112;115
F;Cabecera Municipal;Menos de 500 mil;Si;No;No;No;Repasa por cuenta propia;;;;;;;;;INGENIERIA AGROFORESTAL;122;143;125;129;179;140
F;Cabecera Municipal;Menos de 500 mil;No;No;Si;No;Repasa por cuenta propia;Primaria incompleta;Primaria incompleta;1;No;No;Es agricultor, pesquero o jornalero;Trabaja en el hogar, no trabaja o estudia;Menos de 10 horas;INGENIERIA AGROFORESTAL;142;139;170;117;168;147
F;Cabecera Municipal;Menos de 500 mil;No;No;Si;Si;Toma un curso de preparacion;Primaria incompleta;Primaria incompleta;1;No;No;Es agricultor, pesquero o jornalero;Trabaja en el hogar, no trabaja o estudia;Menos de 10 horas;INGENIERIA AGROFORESTAL;155;150;145;141;142;147
F;Cabecera Municipal;Menos de 500 mil;Si;No;No;No;No realiza ninguna prueba de preparacion;Primaria incompleta;Primaria incompleta;1;No;Si;Es agricultor, pesquero o jornalero;Es agricultor, pesquero o jornalero;Mas de 30 horas;INGENIERIA AGROFORESTAL;157;116;143;146;139;140
F;Area Rural;Menos de 500 mil;No;No;Si;Si;Toma un curso de preparacion;Ninguno;Secundaria (Bachillerato) completa;1;No;Si;Ninguno;Trabaja por cuenta propia (por ejemplo plomero, electricista);Mas de 30 horas;INGENIERIA AGROFORESTAL;117;124;116;133;163;131
F;Cabecera Municipal;Menos de 500 mil;No;No;Si;No;Repasa por cuenta propia;Primaria incompleta;Secundaria (Bachillerato) incompleta;1;No;Si;Trabaja en el hogar, no trabaja o estudia;Es due駉 de un negocio peque駉 (tiene pocos empleados o no tiene, por ejemplo tienda, papelera, etc;0;INGENIERIA AGROFORESTAL;127;139;106;128;142;128
F;Cabecera Municipal;Menos de 500 mil;No;No;Si;No;Repasa por cuenta propia;Primaria incompleta;Primaria incompleta;1;No;No;Es agricultor, pesquero o jornalero;Trabaja en el hogar, no trabaja o estudia;Entre 11 y 20 horas;INGENIERIA AGROFORESTAL;164;131;97;135;101;126
F;Cabecera Municipal;Menos de 500 mil;No;No;Si;No;Repasa por cuenta propia;Primaria incompleta;Secundaria (Bachillerato) completa;2;No;Si;Es agricultor, pesquero o jornalero;Trabaja en el hogar, no trabaja o estudia;0;INGENIERIA AGROFORESTAL;148;173;144;149;137;150
M;Area Rural;Menos de 500 mil;No;No;Si;No;Toma un curso de preparacion;Primaria incompleta;Secundaria (Bachillerato) completa;1;No;No;Es agricultor, pesquero o jornalero;Trabaja en el hogar, no trabaja o estudia;Entre 11 y 20 horas;INGENIERIA AGROFORESTAL;124;133;121;132;147;131
F;Cabecera Municipal;Menos de 500 mil;No;No;Si;No;Repasa por cuenta propia;Secundaria (Bachillerato) incompleta;Secundaria (Bachillerato) incompleta;2;Si;Si;Es agricultor, pesquero o jornalero;Trabaja en el hogar, no trabaja o estudia;Menos de 10 horas;INGENIERIA AGROFORESTAL;129;134;153;150;203;154
F;;;;;;;;;;;;;;;;INGENIERIA AGROFORESTAL;127;114;94;104;131;114
M;Cabecera Municipal;Entre 500 mil y menos de 1 millon;No;No;Si;Si;Repasa por cuenta propia;Postgrado;Educacion profesional completa;3;Si;Si;Trabaja como profesional (por ejemplo medico, abogado, ingeniero);Trabaja como profesional (por ejemplo medico, abogado, ingeniero);Entre 11 y 20 horas;INGENIERIA AGROFORESTAL;186;145;145;198;186;172
F;Cabecera Municipal;Menos de 500 mil;Si;No;Si;No;Toma un curso de preparacion;Primaria completa;Tecnica o tecnologica completa;1;Si;Si;Es agricultor, pesquero o jornalero;No aplica;Entre 11 y 20 horas;INGENIERIA AGROFORESTAL;170;176;174;151;132;161
M;Cabecera Municipal;Menos de 500 mil;No;Si;Si;Si;Repasa por cuenta propia;Ninguno;Primaria incompleta;5;Si;Si;Es due駉 de un negocio grande, tiene un cargo de nivel directivo o gerencial;Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente);Mas de 30 horas;INGENIERIA AGROFORESTAL;142;169;128;114;107;132
F;Cabecera Municipal;Menos de 500 mil;Si;No;Si;No;Toma un curso de preparacion;Primaria completa;Secundaria (Bachillerato) completa;1;Si;Si;Trabaja en el hogar, no trabaja o estudia;Trabaja en el hogar, no trabaja o estudia;Entre 21 y 30 horas;INGENIERIA AGROFORESTAL;167;156;138;144;168;155
F;Cabecera Municipal;Menos de 500 mil;Si;No;Si;Si;Repasa por cuenta propia;Primaria completa;Secundaria (Bachillerato) incompleta;1;No;No;Es due駉 de un negocio peque駉 (tiene pocos empleados o no tiene, por ejemplo tienda, papelera, etc;Es due駉 de un negocio peque駉 (tiene pocos empleados o no tiene, por ejemplo tienda, papelera, etc;Menos de 10 horas;INGENIERIA AGROFORESTAL;127;136;105;124;100;118
F;Cabecera Municipal;Menos de 500 mil;Si;No;No;No;Repasa por cuenta propia;Primaria completa;Primaria completa;1;Si;Si;Es agricultor, pesquero o jornalero;Trabaja en el hogar, no trabaja o estudia;0;INGENIERIA AGROFORESTAL;164;177;173;144;148;161
F;Cabecera Municipal;Menos de 500 mil;Si;No;No;No;No realiza ninguna prueba de preparacion;;;;;;;;;INGENIERIA AGROFORESTAL;143;165;158;148;137;150
F;Area Rural;Menos de 500 mil;No;No;Si;No;Repasa por cuenta propia;Primaria incompleta;Primaria incompleta;1;No;Si;Es operario de maquinas o conduce vehiculos (taxita, chofer);Trabaja en el hogar, no trabaja o estudia;0;INGENIERIA AGROFORESTAL;141;163;144;126;140;143
F;Cabecera Municipal;Menos de 500 mil;No;No;Si;No;No realiza ninguna prueba de preparacion;Primaria incompleta;Secundaria (Bachillerato) incompleta;2;Si;Si;Trabaja en el hogar, no trabaja o estudia;Trabaja por cuenta propia (por ejemplo plomero, electricista);Menos de 10 horas;INGENIERIA AGROFORESTAL;141;150;177;163;126;151
M;Cabecera Municipal;Menos de 500 mil;Si;No;No;Si;Toma un curso de preparacion;Primaria completa;Secundaria (Bachillerato) incompleta;1;No;No;Es agricultor, pesquero o jornalero;Es due駉 de un negocio peque駉 (tiene pocos empleados o no tiene, por ejemplo tienda, papelera, etc;Entre 21 y 30 horas;INGENIERIA AGROFORESTAL;125;111;90;93;172;118
F;Cabecera Municipal;Menos de 500 mil;Si;No;Si;No;Toma un curso de preparacion;Ninguno;Primaria incompleta;1;Si;Si;Ninguno;Es due駉 de un negocio peque駉 (tiene pocos empleados o no tiene, por ejemplo tienda, papelera, etc;Mas de 30 horas;INGENIERIA AGROFORESTAL;164;161;145;158;172;160
M;Cabecera Municipal;Menos de 500 mil;No;No;Si;No;Repasa por cuenta propia;Secundaria (Bachillerato) incompleta;Secundaria (Bachillerato) incompleta;1;No;No;Trabaja en el hogar, no trabaja o estudia;Es due駉 de un negocio peque駉 (tiene pocos empleados o no tiene, por ejemplo tienda, papelera, etc;Entre 11 y 20 horas;INGENIERIA AGROFORESTAL;122;121;128;102;140;123
F;Cabecera Municipal;Menos de 500 mil;No;No;Si;No;Repasa por cuenta propia;Ninguno;Tecnica o tecnologica incompleta;1;Si;Si;Es operario de maquinas o conduce vehiculos (taxita, chofer);Trabaja como personal de limpieza, mantenimiento, seguridad o construcci贸n;0;INGENIERIA AGROFORESTAL;101;81;113;117;156;114
M;Area Rural;Menos de 500 mil;Si;Si;Si;Si;Repasa por cuenta propia;Primaria incompleta;Primaria incompleta;1;No;Si;Trabaja en el hogar, no trabaja o estudia;Trabaja en el hogar, no trabaja o estudia;Entre 11 y 20 horas;INGENIERIA AGROFORESTAL;162;150;151;163;181;161
F;Cabecera Municipal;Menos de 500 mil;No;No;Si;No;Toma un curso de preparacion;Secundaria (Bachillerato) incompleta;Primaria completa;2;Si;Si;Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente);Pensionado;Mas de 30 horas;INGENIERIA AGROFORESTAL;170;175;163;180;147;167
M;Cabecera Municipal;Menos de 500 mil;No;No;No;Si;Repasa por cuenta propia;Secundaria (Bachillerato) completa;Educacion profesional incompleta;1;Si;Si;Trabaja en el hogar, no trabaja o estudia;Trabaja en el hogar, no trabaja o estudia;Entre 11 y 20 horas;INGENIERIA AGROFORESTAL;161;134;126;126;0;109
F;Cabecera Municipal;Menos de 500 mil;No;No;Si;No;Repasa por cuenta propia;Postgrado;Educacion profesional completa;1;Si;Si;Ninguno;Trabaja como profesional (por ejemplo medico, abogado, ingeniero);Entre 11 y 20 horas;INGENIERIA AGROFORESTAL;109;123;85;117;142;115
F;Cabecera Municipal;Menos de 500 mil;Si;No;Si;No;Toma un curso de preparacion;Primaria incompleta;Primaria incompleta;1;Si;Si;Es agricultor, pesquero o jornalero;Trabaja en el hogar, no trabaja o estudia;Menos de 10 horas;INGENIERIA AGROFORESTAL;141;162;161;150;146;152
F;Cabecera Municipal;Menos de 500 mil;No;No;Si;No;Toma un curso de preparacion;;;;;;;;;INGENIERIA AGROFORESTAL;170;172;118;108;139;141
M;Cabecera Municipal;Menos de 500 mil;No;No;Si;No;Repasa por cuenta propia;Postgrado;Secundaria (Bachillerato) completa;1;Si;Si;Trabaja como profesional (por ejemplo medico, abogado, ingeniero);Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente);0;INGENIERIA AGROFORESTAL;180;154;192;131;126;157
F;Area Rural;Menos de 500 mil;No;Si;No;No;Repasa por cuenta propia;Primaria incompleta;Primaria incompleta;1;No;Si;Trabaja en el hogar, no trabaja o estudia;Trabaja en el hogar, no trabaja o estudia;Mas de 30 horas;INGENIERIA AGROFORESTAL;177;145;117;122;119;136
